0.0, 285.0
1.0, 285.025
2.0, 285.04999999999995
3.0, 285.07499999999993
4.0, 285.0999999999999
5.0, 285.1249999999999
6.0, 285.14999999999986
7.0, 285.17499999999984
8.0, 285.1999999999998
9.0, 285.2249999999998
10.0, 274.39601008583713
11.0, 274.4210100858371
12.0, 274.4460100858371
13.0, 274.47101008583707
14.0, 274.49601008583704
15.0, 274.521010085837
16.0, 274.546010085837
17.0, 274.571010085837
18.0, 274.59601008583695
19.0, 274.62101008583693
20.0, 274.6460100858369
21.0, 274.6710100858369
22.0, 274.69601008583686
23.0, 274.72101008583684
24.0, 274.7460100858368
25.0, 274.7710100858368
26.0, 274.79601008583677
27.0, 274.82101008583675
28.0, 274.8460100858367
29.0, 274.8710100858367
30.0, 274.8960100858367
31.0, 274.92101008583666
32.0, 274.94601008583663
33.0, 274.9710100858366
34.0, 274.9960100858366
35.0, 275.02101008583656
36.0, 275.04601008583654
37.0, 275.0710100858365
38.0, 275.0960100858365
39.0, 275.1210100858365
40.0, 275.14601008583645
41.0, 275.17101008583643
42.0, 267.84120422952924
43.0, 267.8662042295292
44.0, 267.8912042295292
45.0, 259.37953504445426
46.0, 259.40453504445424
47.0, 259.4295350444542
48.0, 259.4545350444542
49.0, 259.47953504445417
50.0, 259.50453504445414
51.0, 259.5295350444541
52.0, 259.5545350444541
53.0, 259.5795350444541
54.0, 259.60453504445405
55.0, 259.62953504445403
56.0, 259.654535044454
57.0, 254.3031791156534
58.0, 254.3281791156534
59.0, 254.3531791156534
60.0, 254.3781791156534
61.0, 254.40317911565342
62.0, 254.42817911565342
63.0, 254.45317911565343
64.0, 254.47817911565343
65.0, 254.50317911565344
66.0, 254.52817911565344
67.0, 254.55317911565345
68.0, 254.57817911565346
69.0, 247.7182135489241
70.0, 247.7432135489241
71.0, 247.7682135489241
72.0, 247.79321354892411
73.0, 247.81821354892412
74.0, 247.84321354892413
75.0, 247.86821354892413
76.0, 247.89321354892414
77.0, 247.91821354892414
78.0, 247.94321354892415
79.0, 247.96821354892415
80.0, 247.99321354892416
81.0, 248.01821354892417
82.0, 248.04321354892417
83.0, 248.06821354892418
84.0, 248.09321354892418
85.0, 248.1182135489242
86.0, 248.1432135489242
87.0, 248.1682135489242
88.0, 240.5707912594189
89.0, 240.59579125941892
90.0, 240.62079125941892
91.0, 240.64579125941893
92.0, 240.67079125941893
93.0, 240.69579125941894
94.0, 240.72079125941895
95.0, 240.74579125941895
96.0, 240.77079125941896
97.0, 240.79579125941896
98.0, 240.82079125941897
99.0, 240.84579125941897
100.0, 240.87079125941898
101.0, 240.89579125941898
102.0, 240.920791259419
103.0, 240.945791259419
104.0, 240.970791259419
105.0, 240.995791259419
106.0, 241.020791259419
107.0, 241.04579125941902
108.0, 241.07079125941902
109.0, 241.09579125941903
110.0, 241.12079125941904
111.0, 241.14579125941904
112.0, 241.17079125941905
113.0, 241.19579125941905
114.0, 241.22079125941906
115.0, 241.24579125941906
116.0, 241.27079125941907
117.0, 241.29579125941908
118.0, 241.32079125941908
119.0, 241.3457912594191
120.0, 241.3707912594191
121.0, 241.3957912594191
122.0, 241.4207912594191
123.0, 241.4457912594191
124.0, 241.47079125941912
125.0, 241.49579125941912
126.0, 241.52079125941913
127.0, 241.54579125941913
128.0, 241.57079125941914
129.0, 241.59579125941914
130.0, 241.62079125941915
131.0, 241.64579125941916
132.0, 241.67079125941916
133.0, 241.69579125941917
134.0, 241.72079125941917
135.0, 241.74579125941918
136.0, 241.77079125941918
137.0, 241.7957912594192
138.0, 241.8207912594192
139.0, 241.8457912594192
140.0, 241.8707912594192
141.0, 241.8957912594192
142.0, 241.92079125941922
143.0, 241.94579125941922
144.0, 241.97079125941923
145.0, 241.99579125941924
146.0, 242.02079125941924
147.0, 242.04579125941925
148.0, 242.07079125941925
149.0, 242.09579125941926
150.0, 242.12079125941926
151.0, 242.14579125941927
152.0, 242.17079125941927
153.0, 242.19579125941928
154.0, 242.2207912594193
155.0, 242.2457912594193
156.0, 242.2707912594193
157.0, 242.2957912594193
158.0, 242.3207912594193
159.0, 242.34579125941931
160.0, 242.37079125941932
161.0, 242.39579125941933
162.0, 242.42079125941933
163.0, 242.44579125941934
164.0, 242.47079125941934
165.0, 242.49579125941935
166.0, 242.52079125941935
167.0, 242.54579125941936
168.0, 242.57079125941937
169.0, 242.59579125941937
170.0, 242.62079125941938
171.0, 242.64579125941938
172.0, 242.6707912594194
173.0, 242.6957912594194
174.0, 242.7207912594194
175.0, 242.7457912594194
176.0, 242.7707912594194
177.0, 242.79579125941942
178.0, 242.82079125941942
179.0, 242.84579125941943
180.0, 242.87079125941943
181.0, 242.89579125941944
182.0, 242.92079125941945
183.0, 242.94579125941945
184.0, 242.97079125941946
185.0, 242.99579125941946
186.0, 243.02079125941947
187.0, 243.04579125941947
188.0, 243.07079125941948
189.0, 243.09579125941949
190.0, 243.1207912594195
191.0, 243.1457912594195
192.0, 243.1707912594195
193.0, 243.1957912594195
194.0, 243.2207912594195
195.0, 243.24579125941952
196.0, 243.27079125941952
197.0, 243.29579125941953
198.0, 243.32079125941954
199.0, 243.34579125941954
200.0, 243.37079125941955
201.0, 243.39579125941955
202.0, 243.42079125941956
203.0, 243.44579125941956
204.0, 243.47079125941957
205.0, 243.49579125941958
206.0, 243.52079125941958
207.0, 243.5457912594196
208.0, 243.5707912594196
209.0, 243.5957912594196
210.0, 243.6207912594196
211.0, 243.6457912594196
212.0, 243.67079125941962
213.0, 243.69579125941962
214.0, 243.72079125941963
215.0, 243.74579125941963
216.0, 243.77079125941964
217.0, 243.79579125941964
218.0, 243.82079125941965
219.0, 243.84579125941966
220.0, 243.87079125941966
221.0, 243.89579125941967
222.0, 243.92079125941967
223.0, 243.94579125941968
224.0, 243.97079125941968
225.0, 243.9957912594197
226.0, 244.0207912594197
227.0, 244.0457912594197
228.0, 244.0707912594197
229.0, 244.0957912594197
230.0, 244.12079125941972
231.0, 244.14579125941972
232.0, 244.17079125941973
233.0, 244.19579125941974
234.0, 244.22079125941974
235.0, 244.24579125941975
236.0, 244.27079125941975
237.0, 244.29579125941976
238.0, 244.32079125941976
239.0, 244.34579125941977
240.0, 244.37079125941978
241.0, 232.8626395180813
242.0, 232.8876395180813
243.0, 232.9126395180813
244.0, 232.9376395180813
245.0, 232.96263951808132
246.0, 232.98763951808132
247.0, 233.01263951808133
248.0, 233.03763951808133
249.0, 233.06263951808134
250.0, 233.08763951808135
251.0, 233.11263951808135
252.0, 233.13763951808136
253.0, 233.16263951808136
